name,type,breed,color,sex,size,date_of_birth,impound_number,kennel_number,animal_id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,outcome_jurisdiction,outcome_zip_code,location,sex_clean,age_at_outcome,age_at_intake
JACK,DOG,PARSON RUSS TER,BLACK/WHITE,Male,MED,2002-12-03,K14-011940,DS76,A314544,2014-12-03,2014-12-04,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95403,"95403
(38.486997, -122.749134)",Male,12.0109589041096,12.0082191780822
HUMP DAY,CAT,DOMESTIC MH,BLACK/WHITE,Female,SMALL,2010-02-11,K15-012754,TRUCK,A316710,2015-02-11,2015-02-11,0,CONFISCATE,FLD_CORONR,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Male,5.0027397260274,5.0027397260274
KEVIN,DOG,POMERANIAN/ITAL GREYHOUND,TRICOLOR/WHITE,Neutered,PUPPY,2015-08-22,K15-016525,DA01,A329118,2015-10-23,2015-11-03,11,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472
(38.394388, -122.850998)",Male,0.2,0.16986301369863
SPARKY,CAT,DOMESTIC MH,GRAY TABBY,Spayed,SMALL,2005-08-27,K16-020298,SMM,A219311,2016-08-15,2016-08-27,12,STRAY,VET_HOSP,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,COUNTY,95404,"95404
(38.458384, -122.675588)",Female,11.0082191780822,10.9753424657534
CHICA,DOG,CAIRN TERRIER/POMERANIAN,TAN,Spayed,SMALL,2013-06-09,K14-012018,DA34,A314745,2014-12-09,2014-12-18,9,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472
(38.394388, -122.850998)",Female,1.52602739726027,1.5013698630137
LOKI,DOG,GERM SHEPHERD,BLACK/TAN,Male,MED,2013-08-03,K15-012906,DS76,A317060,2015-02-24,2015-02-24,0,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95376,"95376
(37.737693, -121.434345)",Male,1.56164383561644,1.56164383561644
BILLY BEAN,DOG,CHIHUAHUA SH/MIX,WHITE,Female,TOY,2008-07-08,K16-021013,TRUCK,A243675,2016-10-04,2016-10-04,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Male,8.24657534246575,8.24657534246575
ZENA,DOG,PIT BULL/MIX,TAN/WHITE,Female,MED,2015-05-24,K16-021341,DS88,A337545,2016-10-26,2016-11-09,14,OWNER SURRENDER,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95476,"95476
(38.280393, -122.464588)",Male,1.46575342465753,1.42739726027397
MAYA,DOG,CHIHUAHUA SH/DACHSHUND,BLACK,Spayed,TOY,2013-07-16,K14-009833,DA39,A309131,2014-07-16,2014-08-13,28,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Female,1.07671232876712,1
DUKE,DOG,BLUETICK HOUND,TRICOLOR,Neutered,PUPPY,2017-05-01,K17-024168,DA02,A354557,2017-06-29,2017-07-11,12,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*COTATI,94931,"94931
(38.325442, -122.71081)",Male,0.194520547945205,0.161643835616438
NA,CAT,DOMESTIC SH,BRN TABBY,Unknown,SMALL,NA,K17-024338,TRUCK,A354873,2017-07-11,2017-07-11,0,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,NA,NA,NA,Male,NA,NA
BELLE,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,2014-12-01,K16-017982,CS04,A333819,2016-03-04,2016-03-05,1,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,*PETALUMA,94954,"94954
(38.245316, -122.59871)",Female,1.26027397260274,1.25753424657534
CUPCAKE,DOG,CHIHUAHUA SH,BROWN,Spayed,SMALL,2013-02-28,K14-007908,DA05,A303356,2014-02-28,2014-03-22,22,CONFISCATE,FLD_ARREST,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403
(38.486997, -122.749134)",Female,1.06027397260274,1
NEEMO,DOG,BORDER COLLIE,BLACK/WHITE,Neutered,LARGE,2013-10-28,K15-012289,DS75,A315106,2015-01-02,2015-01-03,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95492,"95492
(38.541541, -122.809202)",Male,1.18356164383562,1.18082191780822
MOLLY,DOG,RAT TERRIER/FOX TERR SMOOTH,TRICOLOR,Spayed,SMALL,2008-08-31,K16-019491,DA01,A296345,2016-06-29,2016-07-23,24,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SPEC EVENT,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95403,"95403
(38.486997, -122.749134)",Female,7.8986301369863,7.83287671232877
CASSIE,CAT,DOMESTIC LH,WHITE/BLACK,Spayed,SMALL,1997-01-07,K15-012345,SMM,A315552,2015-01-07,2015-01-14,7,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Female,18.0301369863014,18.0109589041096
BLUE CHROME,DOG,CANE CORSO,BLUE/WHITE,Male,LARGE,2014-07-10,K15-014888,DS74,A324218,2015-07-10,2015-07-11,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,1.0027397260274,1
DUKE,DOG,GOLDEN RETR,WHITE,Neutered,LARGE,NA,K17-022086,DS85,A202074,2017-01-03,2017-01-04,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95476,"95476
(38.280393, -122.464588)",Male,NA,NA
NA,CAT,DOMESTIC SH,ORANGE,Neutered,SMALL,NA,K15-013706,FREEZER,A321103,2015-04-27,2015-04-27,0,STRAY,FIELD,DIED,IN SURGERY,UNTREATABLE,UNTREATABLE,COUNTY,NA,NA,NA,Male,NA,NA
CANELO,DOG,LABRADOR RETR,CHOCOLATE,Neutered,LARGE,2015-12-10,K16-021847,DS65,A346000,2016-12-10,2016-12-13,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95448,"95448
(38.618857, -122.861927)",Male,1.01095890410959,1.0027397260274
PRINCESS,DOG,DACHSHUND/MIX,BROWN,Spayed,TOY,2016-04-09,K16-020560,TX,A341818,2016-08-31,2016-09-09,9,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Female,0.419178082191781,0.394520547945205
LILAC,CAT,SIAMESE,LILAC PT,Spayed,SMALL,2003-10-15,K17-025705,CA03,A362490,2017-10-11,2017-10-15,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95403,"95403
(38.486997, -122.749134)",Female,14.0109589041096,14
*BUBBA,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,2011-09-12,K15-015934,CS05,A326924,2015-09-12,2015-10-15,33,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472
(38.394388, -122.850998)",Male,4.09315068493151,4.0027397260274
JACK,DOG,CHIHUAHUA SH/MIX,TAN/WHITE,Neutered,SMALL,2003-09-20,K16-020806,DS51,A342486,2016-09-19,2016-09-20,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Male,13.0109589041096,13.0082191780822
BUSTER,DOG,LABRADOR RETR,CHOCOLATE,Neutered,LARGE,2010-03-09,K16-018567,DS57,A260479,2016-04-21,2016-04-22,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403
(38.486997, -122.749134)",Male,6.12602739726027,6.12328767123288
JACK,DOG,LABRADOR RETR,BLACK,Neutered,LARGE,2008-07-01,K16-019589,DS76,A293506,2016-07-05,2016-07-05,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95444,"95444
(38.432805, -122.865868)",Male,8.01643835616438,8.01643835616438
NA,CAT,DOMESTIC SH,TORTIE/GRAY TABBY,Female,SMALL,1999-10-15,K15-016353,SMM,A328200,2015-10-12,2015-10-15,3,STRAY,FIELD,EUTHANIZE,ILL SEVERE,TREATABLE/REHAB,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,16.0109589041096,16.0027397260274
LULU,DOG,POODLE MIN/MIX,BLACK,Spayed,TOY,2012-10-14,K14-011253,DS95,A312728,2014-10-14,2014-10-25,11,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,WINDSOR,OUT OF COUNTY,94560,"94560
(37.535897, -122.035463)",Female,2.03013698630137,2
THOMAS,DOG,ENG SPRNGR SPAN/MIX,BRN MERLE,Neutered,MED,2010-01-20,K16-017509,TRUCK,A332229,2016-01-20,2016-01-20,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,94954,"94954
(38.245316, -122.59871)",Male,6.0027397260274,6.0027397260274
NA,DOG,AMER FOXHOUND/MIX,BROWN/WHITE,Male,MED,NA,K15-015925,DS60,A326910,2015-09-12,2015-10-20,38,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,NA,NA,NA,Male,NA,NA
SUNNY,DOG,LABRADOR RETR,YELLOW,Neutered,LARGE,2011-03-28,K16-017705,DS78,A291905,2016-02-05,2016-02-05,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401
(38.446019, -122.766748)",Male,4.86301369863014,4.86301369863014
ALISON,DOG,PIT BULL,BLUE,Spayed,MED,2013-06-10,K16-018882,MAC,A337136,2016-05-17,2016-07-27,71,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425
(38.790859, -123.010876)",Female,3.13150684931507,2.93698630136986
*ELVIS,DOG,MASTIFF/PIT BULL,BROWN/BLACK,Neutered,LARGE,2016-01-10,K16-020270,DA41,A337909,2016-08-13,2016-12-03,112,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,COUNTY,95441,"95441
(38.729916, -122.883041)",Male,0.898630136986301,0.591780821917808
AXEL,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,MED,2010-06-26,K15-016534,DS84,A258136,2015-10-24,2015-10-29,5,CONFISCATE,FLD_CORONR,RETURN TO OWNER,OVER THE COUNTER_PRVS,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,5.34520547945205,5.33150684931507
NA,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,NA,K16-020142,CS06,A340575,2016-08-05,2016-08-16,11,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,NA,NA
RAIDER,DOG,PIT BULL,BROWN,Male,MED,2011-07-12,K15-012593,DS65,A280636,2015-01-28,2015-01-29,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,3.55342465753425,3.55068493150685
NA,CAT,DOMESTIC SH,GRAY TABBY,Unknown,KITTN,NA,K14-010672,TX,A311339,2014-09-08,2014-09-08,0,TRANSFER,VET_HOSP,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,NA,NA,NA,Male,NA,NA
CAMILA,DOG,COCKER SPAN/MIX,BUFF,Spayed,SMALL,2010-12-29,K15-013528,DS64,A286600,2015-04-10,2015-04-11,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95476,"95476
(38.280393, -122.464588)",Female,4.28493150684931,4.28219178082192
NEMO,DOG,SIBERIAN HUSKY,BLACK/WHITE,Male,LARGE,2000-10-24,K14-011054,DS79,A312358,2014-10-01,2014-10-07,6,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95446,"95446
(38.510032, -122.996796)",Male,13.9616438356164,13.9452054794521
*ANNABELLE,DOG,AUST CATTLE DOG/MIX,BLUE,Spayed,SMALL,2014-11-24,K16-018850,DA03,A337067,2016-05-14,2016-05-28,14,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928
(38.346718, -122.695947)",Female,1.50958904109589,1.47123287671233
DIZZY,CAT,DOMESTIC LH,BRN TABBY,Neutered,SMALL,2012-01-23,K15-012523,49ERPET,A316121,2015-01-23,2015-02-08,16,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,3.04657534246575,3.0027397260274
NA,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,NA,K17-022869,CS06,A349801,2017-03-22,2017-05-24,63,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95465,"95465
(38.406591, -123.001365)",Female,NA,NA
PALOMA,DOG,GERM SHEPHERD,WHITE,Spayed,MED,NA,K15-017256,TRUCK,A331400,2015-12-28,2015-12-28,0,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401
(38.446019, -122.766748)",Female,NA,NA
GINGER,DOG,GERM SHEPHERD/MIX,BROWN/BLACK,Spayed,LARGE,2007-04-07,K15-013460,DS83,A319854,2015-04-06,2015-04-07,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Female,8.00547945205479,8.0027397260274
MIMI,DOG,PIT BULL/MIX,BLACK/WHITE,Spayed,LARGE,2011-11-10,K14-007924,DS61,A277168,2014-03-02,2014-03-25,23,OWNER SURRENDER,FIELD,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Female,2.37260273972603,2.30958904109589
BEAR,DOG,POODLE MIN/MIX,BUFF,Neutered,SMALL,NA,K16-021423,DS90,A344716,2016-11-02,2016-12-01,29,CONFISCATE,FLD_ARREST,ADOPTION,REFERRAL,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,33881,"33881
(28.050248, -81.717769)",Male,NA,NA
NA,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,2015-08-12,K15-015404,CI02,A326007,2015-08-13,2015-08-18,5,STRAY,BORN_HERE,TRANSFER,FORGOTTEN,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,0.0164383561643836,0.00273972602739726
*JOAN,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,2012-04-01,K15-013383,WESTFARM,A319604,2015-03-31,2015-05-01,31,STRAY,FIELD,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,COUNTY,95448,"95448
(38.618857, -122.861927)",Female,3.08219178082192,2.9972602739726
ANGEL,DOG,GOLDEN RETR,GOLD,Female,LARGE,2015-07-03,K17-022677,DS59,A336507,2017-03-02,2017-03-03,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403
(38.486997, -122.749134)",Male,1.66849315068493,1.66575342465753
JESSE,DOG,SIBERIAN HUSKY,LIVER/WHITE,Male,MED,NA,K17-023316,DS83,A352184,2017-04-30,2017-05-03,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404
(38.458384, -122.675588)",Male,NA,NA
ZEUS,CAT,DOMESTIC SH,WHITE/BRN TABBY,Neutered,SMALL,2013-07-30,K15-015156,CS04,A324741,2015-07-29,2015-09-09,42,CONFISCATE,FLD_CRUEL,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,2.11232876712329,1.9972602739726
LAYLA,DOG,PUG/BOSTON TERRIER,BROWN,Spayed,MED,2013-06-28,K14-012060,DS68,A311457,2014-12-12,2014-12-12,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Female,1.45753424657534,1.45753424657534
COPPER,DOG,PIT BULL/MIX,BROWN/WHITE,Neutered,LARGE,2010-05-14,K15-017238,DS83,A291957,2015-12-25,2016-01-20,26,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,5.69041095890411,5.61917808219178
*RYAN,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,2016-07-21,K16-020485,WESTFARM,A341651,2016-08-26,2016-10-08,43,STRAY,COMM CAT,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,0.216438356164384,0.0986301369863014
NA,DOG,PIT BULL,WHITE/GRAY,Male,LARGE,NA,K16-019464,DQ109,A339031,2016-06-28,2016-07-19,21,STRAY,OVER THE COUNTER,EUTHANIZE,BEH SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
CARSON,DOG,CHIHUAHUA SH/MIX,BLACK/TAN,Neutered,TOY,2014-01-01,K15-014687,FOSTER,A323873,2015-07-01,2015-08-11,41,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Male,1.60821917808219,1.4958904109589
JODI,DOG,BORDER COLLIE,BLACK/WHITE,Spayed,MED,2007-01-10,K14-007320,DS58,A301397,2014-01-10,2014-01-10,0,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,*HEALDSBURG,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Female,7.00547945205479,7.00547945205479
LILY,DOG,YORKSHIRE TERR/POODLE TOY,TAN,Spayed,SMALL,2008-06-02,K17-023751,DA20,A353506,2017-06-02,2017-07-12,40,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,WINE CNTRY,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,OUT OF COUNTY,94515,"94515
(38.596259, -122.603413)",Female,9.11506849315069,9.00547945205479
NA,CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,NA,K16-019419,CS06,A338727,2016-06-24,2016-06-30,6,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,TREATABLE/MANAGEABLE,COUNTY,COUNTY,95425,"95425
(38.790859, -123.010876)",Female,NA,NA
FLOKI,DOG,BORDER COLLIE/PIT BULL,BLACK/WHITE,Neutered,LARGE,2016-03-17,K17-022492,DA39,A346368,2017-02-09,2017-03-02,21,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,COUNTY,95476,"95476
(38.280393, -122.464588)",Male,0.958904109589041,0.901369863013699
CHISPITA,DOG,CHIHUAHUA SH,BROWN,Spayed,SMALL,2012-07-09,K17-023949,SMM,A298873,2017-06-15,2017-06-23,8,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_LETTER,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Female,4.95890410958904,4.93698630136986
TEDDY,DOG,AUST SHEPHERD/CHIHUAHUA SH,TRICOLOR,Neutered,SMALL,2008-10-14,K15-016372,DS74,A328270,2015-10-13,2015-10-14,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405
(38.439152, -122.672541)",Male,7.0027397260274,7
BABY,DOG,SCHNAUZER MIN/MIX,BLACK/TAN,Spayed,PUPPY,2014-08-19,K14-010383,DA47,A310364,2014-08-20,2014-10-31,72,STRAY,BORN_HERE,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Female,0.2,0.00273972602739726
TOM,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,2009-06-30,K14-009475,CA03,A308311,2014-06-25,2014-07-03,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405
(38.439152, -122.672541)",Male,5.01095890410959,4.98904109589041
NA,DOG,SHIH TZU/MIX,BLACK/WHITE,Female,TOY,2005-01-18,K17-022267,DS57,A346464,2017-01-18,2017-02-10,23,STRAY,OVER THE COUNTER,TRANSFER,MUTTVILLE,TREATABLE/REHAB,HEALTHY,SANTA ROSA,OUT OF COUNTY,94141,"94141
(37.78008, -122.420168)",Male,12.0712328767123,12.0082191780822
PEANUT,CAT,SCOTTISH FOLD,BRN TABBY,Neutered,SMALL,2010-07-27,K16-019966,CA02,A340129,2016-07-27,2016-10-12,77,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Male,6.21643835616438,6.00547945205479
RUE,DOG,PIT BULL,TAN/WHITE,Neutered,MED,2014-08-13,K16-020268,RECEIVING,A340777,2016-08-13,2016-11-10,89,STRAY,FIELD,ADOPTION,INTERNET,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Male,2.24657534246575,2.0027397260274
NA,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,SMALL,NA,K17-025437,CS06,A361189,2017-09-22,2017-09-30,8,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,WINDSOR,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,NA,NA
ROCKY,DOG,GERM SHEPHERD,BLACK/BROWN,Neutered,LARGE,2015-05-06,K16-018729,DS80,A336605,2016-05-05,2016-05-06,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Male,1.0027397260274,1
GINGER,CAT,SIAMESE,FLAME PT,Spayed,SMALL,2001-02-10,K16-017758,SMM,A333040,2016-02-10,2016-02-24,14,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,HEALTHY,UNTREATABLE,SANTA ROSA,WINDSOR,95492,"95492
(38.541541, -122.809202)",Female,15.0465753424658,15.0082191780822
BETSY,DOG,POMERANIAN,CREAM,Spayed,TOY,2014-06-06,K15-015985,DS65,A317302,2015-09-15,2015-09-16,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405
(38.439152, -122.672541)",Female,1.27945205479452,1.27671232876712
NA,CAT,DOMESTIC SH,BLACK/WHITE,Female,SMALL,NA,K16-018028,CA02,A333936,2016-03-09,2016-03-17,8,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,NA,NA,NA,Male,NA,NA
*NELLIE,DOG,GERM SHEPHERD,TAN/BLACK,Spayed,LARGE,2015-06-21,K16-021864,DA30,A346036,2016-12-12,2017-01-03,22,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94303,"94303
(37.450262, -122.127263)",Female,1.53972602739726,1.47945205479452
MAX,DOG,LABRADOR RETR,BLACK,Male,LARGE,2005-09-19,K17-025371,DS73,A361071,2017-09-18,2017-09-19,1,STRAY,VET_HOSP,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,WINDSOR,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,12.0082191780822,12.0054794520548
MATER,DOG,GERM SH POINT,WHITE/BROWN,Neutered,LARGE,2011-09-23,K15-012997,TRUCK,A317428,2015-03-03,2015-03-03,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,3.44383561643836,3.44383561643836
*TEDDY,DOG,WELSH CORGI CAR,BLACK/WHITE,Neutered,SMALL,2010-07-13,K16-019780,DA20,A339540,2016-07-13,2016-08-16,34,STRAY,PHONE,ADOPTION,REFERRAL,HEALTHY,TREATABLE/REHAB,SANTA ROSA,COUNTY,95472,"95472
(38.394388, -122.850998)",Male,6.0986301369863,6.00547945205479
MIKLO,DOG,MALTESE,WHITE,Neutered,TOY,2005-12-01,K14-009749,DA41,A303975,2014-07-10,2014-07-17,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,8.63013698630137,8.61095890410959
NA,DOG,PIT BULL,BLUE,Female,MED,NA,K17-024813,DS64,A356723,2017-08-12,2017-08-31,19,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,WINDSOR,NA,NA,NA,Male,NA,NA
MIA,DOG,POINTER/LABRADOR RETR,WHITE/BROWN,Spayed,LARGE,2002-01-01,K14-008179,DS76,A304590,2014-03-25,2014-03-25,0,TRANSFER,PRIV_SHELT,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Female,12.2356164383562,12.2356164383562
