"name","type","breed","color","sex","size","date_of_birth","impound_number","kennel_number","animal_id","intake_date","outcome_date","days_in_shelter","intake_type","intake_subtype","outcome_type","outcome_subtype","intake_condition","outcome_condition","intake_jurisdiction","outcome_jurisdiction","outcome_zip_code","location","sex_clean"
"","CAT","DOMESTIC SH","BLACK/WHITE","Unknown","KITTN",2016-05-07,"K16-019189","RECEIVING","A338040",2016-06-07,2016-06-07,0,"STRAY","COMM CAT","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",NA,NA,NA,"Male"
"","DOG","PIT BULL","BLUE/WHITE","Female","MED",2012-05-16,"K15-014027","DS87","A321769",2015-05-16,2015-06-01,16,"STRAY","FIELD","EUTHANIZE","BEH SEVERE","TREATABLE/REHAB","TREATABLE/REHAB","SANTA ROSA",NA,NA,NA,"Male"
"*SPENCER","CAT","DOMESTIC SH","WHITE","Neutered","KITTN",2014-08-26,"K14-010991","CA02","A312128",2014-09-26,2014-11-01,36,"STRAY","OVER THE COUNTER","ADOPTION","INTERNET","TREATABLE/REHAB","HEALTHY","SANTA ROSA","COUNTY",95472,"95472
(38.394388, -122.850998)","Male"
"*LILAC","CAT","DOMESTIC SH","SLVR TABBY","Spayed","KITTN",2014-07-06,"K14-011085","CA02","A312401",2014-10-02,2014-10-11,9,"TRANSFER","MUN_SHELT","ADOPTION","INTERNET","HEALTHY","HEALTHY","OUT OF COUNTY","*CLOVERDALE",95425,"95425
(38.790859, -123.010876)","Female"
"BECKETT","DOG","GOLDEN RETR","GOLD","Neutered","LARGE",2005-09-01,"K15-015111","TRUCK","A274373",2015-07-28,2015-07-28,0,"STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Male"
"CHUBBIES","DOG","PIT BULL","BLUE/WHITE","Male","MED",2016-06-14,"K17-024305","DS85","A354738",2017-07-07,2017-07-11,4,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Male"
"ALICE","DOG","YORKSHIRE TERR/MIX","BLACK/BROWN","Spayed","SMALL",2014-08-02,"K17-024489","DA04","A355832",2017-07-20,2017-08-02,13,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","WINDSOR","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Female"
"","CAT","DOMESTIC SH","GRAY","Neutered","SMALL",NA,"K15-014902","CS06","A324243",2015-07-11,2015-07-14,3,"STRAY","COMM CAT","RETURN TO OWNER","COMMCAT","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","COUNTY",95472,"95472
(38.394388, -122.850998)","Male"
"CHICO","DOG","PIT BULL","TAN/WHITE","Neutered","MED",2014-12-12,"K17-023146","DS62","A330699",2017-04-15,2017-04-19,4,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","TREATABLE/MANAGEABLE","HEALTHY","SANTA ROSA","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Male"
"","CAT","DOMESTIC SH","BLACK/WHITE","Female","SMALL",2004-01-17,"K14-007385","SMM","A301734",2014-01-17,2014-01-27,10,"STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",NA,NA,NA,"Male"
"","CAT","DOMESTIC SH","BLACK","Unknown","KITTN",2016-09-02,"K16-020584","CS06","A341879",2016-09-02,2016-09-02,0,"STRAY","BORN_HERE","EUTHANIZE","UNDERAGEWT","UNTREATABLE","UNTREATABLE","COUNTY",NA,NA,NA,"Male"
"MIA","DOG","LHASA APSO & SC","CREAM","Spayed","MED",2001-04-12,"K16-022025","DS65","A321887",2016-12-27,2017-01-03,7,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY",95826,"95826
(38.550166, -121.37657)","Female"
"CASH","DOG","BULL TERRIER/PARSON RUSS TER","WHITE/BLACK","Male","SMALL",2010-09-12,"K15-015435","DI101","A289177",2015-08-15,2015-09-09,25,"CONFISCATE","FLD_ARREST","EUTHANIZE","AGGRESSIVE","HEALTHY","UNTREATABLE","SANTA ROSA","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Male"
"*SPARKY","CAT","DOMESTIC SH","BRN TABBY","Neutered","KITTN",2015-03-07,"K15-013480","LOBBY","A319890",2015-04-07,2015-05-12,35,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","*SEBASTOPOL",95472,"95472
(38.394388, -122.850998)","Male"
"TRIXIE","DOG","CHIHUAHUA SH","TAN","Spayed","SMALL",2016-01-18,"K17-022177","DA03","A347031",2017-01-10,2017-01-26,16,"STRAY","PRIV_SHELT","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Female"
"LOBO","DOG","GERM SHEPHERD/QUEENSLAND HEEL","TRICOLOR","Neutered","LARGE",2012-07-15,"K14-009794","DA20","A309081",2014-07-15,2014-07-26,11,"TRANSFER","MUN_SHELT","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"*JENNY","DOG","PIT BULL/MIX","BLACK/WHITE","Spayed","PUPPY",2017-02-22,"K17-024198","DA10","A354606",2017-06-30,2017-08-10,41,"STRAY","OVER THE COUNTER","ADOPTION","SCAS WEB","TREATABLE/MANAGEABLE","HEALTHY","COUNTY","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Female"
"","CAT","DOMESTIC SH","BRN TABBY","Unknown","SMALL",2015-04-04,"K15-013447","CS06","A319821",2015-04-04,2015-04-04,0,"STRAY","BORN_HERE","TRANSFER","HSSC","HEALTHY","HEALTHY","WINDSOR","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"BEAR","DOG","DOBERMAN PINSCH/MIX","BROWN/TAN","Male","MED",2015-09-11,"K16-021972","DQ110","A336974",2016-12-21,2017-01-19,29,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","COUNTY",95472,"95472
(38.394388, -122.850998)","Male"
"DIESEL","DOG","ALASKAN HUSKY","WHITE/GRAY","Neutered","LARGE",2014-02-28,"K17-024322","TRUCK","A315107",2017-07-09,2017-07-09,0,"STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95405,"95405
(38.439152, -122.672541)","Male"
"LOBO","DOG","SIBERIAN HUSKY","BLACK/WHITE","Male","MED",2012-04-01,"K14-007394","MISSING","A286137",2014-01-18,2014-01-29,11,"QUARANTINE","FIELD_RETURN TO OWNER","RETURN TO OWNER","RETURN TO OWNER","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Male"
"BRUNO","DOG","DOBERMAN PINSCH","BLACK/RED","Neutered","LARGE",2007-05-25,"K15-015307","DQ117","A204788",2015-08-07,2015-08-22,15,"QUARANTINE","FIELD_OS","RETURN TO OWNER","OVER THE COUNTER_PRVS","UNTREATABLE","UNTREATABLE","COUNTY","COUNTY",95439,"95439
(38.49169, -122.776056)","Male"
"*DONNIE","CAT","DOMESTIC SH","BLACK","Neutered","KITTN",2015-05-23,"K15-016821","LOBBY","A329719",2015-11-17,2015-12-03,16,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","WINDSOR",95492,"95492
(38.541541, -122.809202)","Male"
"*WILLEM","CAT","SIAMESE","BLUE PT","Neutered","SMALL",2007-02-04,"K16-021061","CI01","A316444",2016-10-06,2016-10-15,9,"STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY",NA,NA,NA,"Male"
"JAKE","CAT","DOMESTIC SH","GRAY/WHITE","Neutered","SMALL",2010-03-01,"K15-015045","CS04","A254054",2015-07-22,2015-07-29,7,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Male"
"BENJI","DOG","CAIRN TERRIER/MIX","TAN","Male","SMALL",2013-08-13,"K15-015391","DS74","A325107",2015-08-12,2015-08-13,1,"STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"KING","DOG","PIT BULL/MIX","BLUE","Male","MED",2012-12-15,"K14-011031","DS77","A312302",2014-09-28,2014-09-30,2,"TRANSFER","VET_HOSP","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"CAPTAIN NEMO","DOG","AKITA","WHITE/BROWN","Neutered","MED",2011-08-03,"K16-020107","TRUCK","A340351",2016-08-03,2016-08-03,0,"STRAY","FIELD","RETURN TO OWNER","FLD_IDTAG","HEALTHY","HEALTHY","COUNTY","COUNTY",95404,"95404
(38.458384, -122.675588)","Male"
"HARLEY","DOG","LABRADOR RETR/FOX TERR SMOOTH","BLACK/WHITE","Male","MED",NA,"K15-016595","TX","A329332",2015-10-29,2015-10-31,2,"STRAY","VET_HOSP","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","COUNTY","*PETALUMA",94954,"94954
(38.245316, -122.59871)","Male"
"*ROCKY","DOG","RAT TERRIER/MIX","WHITE/BLACK","Neutered","TOY",2014-06-02,"K15-014258","DA06","A322602",2015-06-02,2015-06-30,28,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY",95467,"95467
(38.803087, -122.548842)","Male"
"CHIQUITO","DOG","CAIRN TERRIER/MIX","BLACK/GRAY","Neutered","SMALL",NA,"K15-016982","TRUCK","A323171",2015-12-02,2015-12-02,0,"STRAY","FIELD","RETURN TO OWNER","FLD_IDTAG","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"CHEYANNE","DOG","QUEENSLAND HEEL","BLUE MERLE","Female","LARGE",2000-03-27,"K16-018229","TRUCK","A334941",2016-03-27,2016-03-27,0,"STRAY","FIELD","RETURN TO OWNER","FLD_IDTAG","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Male"
"BIG BEAR","DOG","CAIRN TERRIER/MIX","TAN","Neutered","SMALL",NA,"K14-008413","DS69","A305264",2014-04-12,2014-04-12,0,"STRAY","FIELD","RETURN TO OWNER","RETURN TO OWNER","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY",94901,"94901
(37.973771, -122.51209)","Male"
"CHRYSANTHEMUM","DOG","NORW ELKHOUND","TRICOLOR","Spayed","LARGE",2008-09-29,"K16-020271","DS85","A268763",2016-08-13,2016-08-13,0,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","COUNTY",95436,"95436
(38.491884, -122.90672)","Female"
"*TURMERIC","CAT","DOMESTIC MH","BLACK","Neutered","KITTN",2014-06-10,"K14-010734","CA02","A311429",2014-09-10,2014-09-27,17,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","TREATABLE/REHAB","HEALTHY","WINDSOR","COUNTY",95446,"95446
(38.510032, -122.996796)","Male"
"*BARNEY","DOG","CHIHUAHUA SH/MIX","TRICOLOR","Neutered","TOY",2014-06-09,"K15-016794","DA06","A329676",2015-11-14,2015-12-09,25,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","TREATABLE/REHAB","HEALTHY","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"SHYLA","DOG","CAIRN TERRIER/MIX","BLACK","Spayed","SMALL",2012-06-04,"K14-007516","DS79","A292747",2014-01-30,2014-02-21,22,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","SANTA ROSA","*PETALUMA",94954,"94954
(38.245316, -122.59871)","Female"
"TINKER","DOG","CHIHUAHUA SH","WHITE/BROWN","Female","SMALL",2009-02-07,"K14-007641","CI02","A302442",2014-02-06,2014-02-07,1,"CONFISCATE","FLD_ARREST","RETURN TO OWNER","RETURN TO OWNER","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",94952,"94952
(38.236012, -122.730241)","Male"
"","CAT","DOMESTIC SH","GRAY TIGER","Neutered","KITTN",2014-04-19,"K14-009898","CS06","A309254",2014-07-19,2014-07-29,10,"STRAY","COMM CAT","TRANSFER","FORGOTTEN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"","DOG","BORDER COLLIE","BLACK/WHITE","Female","PUPPY",2017-02-10,"K17-024327","DS58","A354779",2017-07-10,2017-07-21,11,"STRAY","FIELD","TRANSFER","WOOFPROJ","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY",98662,"98662
(45.677838, -122.576308)","Male"
"","DOG","PIT BULL","BR BRINDLE/WHITE","Female","MED",NA,"K16-017570","DS61","A332378",2016-01-25,2016-02-13,19,"STRAY","FIELD","EUTHANIZE","BEH SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",NA,NA,NA,"Male"
"TIPPI","CAT","DOMESTIC LH","CALICO/WHITE","Spayed","KITTN",2014-09-05,"K14-011485","CI01","A313126",2014-10-27,2014-11-29,33,"TRANSFER","VET_HOSP","ADOPTION","INTERNET","TREATABLE/MANAGEABLE","HEALTHY","COUNTY","COUNTY",95462,"95462
(38.468829, -123.018829)","Female"
"VOLCAN","DOG","PIT BULL","WHITE","Neutered","MED",NA,"K17-023056","DS79","A292606",2017-04-07,2017-04-11,4,"STRAY","MUN_SHELT","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"GLO","DOG","CHIHUAHUA SH","GRAY/TAN","Spayed","SMALL",2013-08-26,"K14-007782","DA47","A302933",2014-02-19,2014-03-01,10,"TRANSFER","PRIV_SHELT","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95472,"95472
(38.394388, -122.850998)","Female"
"LUCKY","CAT","DOMESTIC SH","BRN TIGER","Spayed","KITTN",2016-04-15,"K16-019714","CS04","A339435",2016-07-09,2016-07-23,14,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","SPEC EVENT","HEALTHY","HEALTHY","SANTA ROSA","WINDSOR",95492,"95492
(38.541541, -122.809202)","Female"
"LULU","DOG","COTON DE TULEAR","WHITE","Spayed","SMALL",2014-04-16,"K16-018498","DS66","A335612",2016-04-16,2016-04-16,0,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95405,"95405
(38.439152, -122.672541)","Female"
"ROCKY","DOG","YORKSHIRE TERR/POODLE MIN","BLACK","Neutered","SMALL",2013-08-17,"K17-025217","TX","A312970",2017-09-06,2017-09-06,0,"STRAY","FIELD","EUTHANIZE","INJ SEVERE","UNTREATABLE","UNTREATABLE","COUNTY","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"PUPPY","DOG","POODLE MIN","WHITE","Spayed","SMALL",2013-11-21,"K15-014153","DA03","A321507",2015-05-27,2015-05-27,0,"ADOPTION RETURN","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Female"
"*PAUL","CAT","DOMESTIC SH","BLACK","Neutered","KITTN",2016-07-12,"K16-020865","LOBBY","A342603",2016-09-22,2016-10-21,29,"OWNER SURRENDER","OVER THE COUNTER","TRANSFER","HSSC","HEALTHY","HEALTHY","COUNTY","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"","CAT","DOMESTIC SH","BLACK/WHITE","Spayed","SMALL",NA,"K16-019422","CS06","A338737",2016-06-25,2016-06-29,4,"STRAY","COMM CAT","RETURN TO OWNER","MEDICAL","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","*SONOMA",95476,"95476
(38.280393, -122.464588)","Female"
"JR KITTY","CAT","DOMESTIC SH","GRAY TABBY","Spayed","SMALL",NA,"K14-010549","CS06","A310919",2014-08-30,2014-09-04,5,"STRAY","COMM CAT","RETURN TO OWNER","COMMCAT","HEALTHY","HEALTHY","COUNTY","COUNTY",94952,"94952
(38.236012, -122.730241)","Female"
"*FOXY","DOG","CHIHUAHUA SH/MIX","YELLOW","Spayed","SMALL",2013-05-12,"K14-011532","DA01","A313199",2014-10-29,2014-11-23,25,"STRAY","OVER THE COUNTER","TRANSFER","HSIMC","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY",95470,"95470
(39.278782, -123.247219)","Female"
"IVY","DOG","PIT BULL/MIX","BR BRINDLE/WHITE","Female","MED",NA,"K15-015713","DS75","A321717",2015-08-30,2015-09-05,6,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Male"
"*LU LU","DOG","PIT BULL","GRAY/WHITE","Spayed","LARGE",2011-12-29,"K14-012152","DI101","A315155",2014-12-19,2015-07-18,211,"STRAY","OVER THE COUNTER","EUTHANIZE","BEH SEVERE","HEALTHY","TREATABLE/MANAGEABLE","SANTA ROSA",NA,NA,NA,"Female"
"CODY","DOG","LABRADOR RETR","YELLOW","Male","LARGE",2009-05-27,"K17-023657","DS77","A353320",2017-05-27,2017-05-27,0,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"KILO","DOG","BULLMASTIFF","BR BRINDLE","Male","LARGE",2014-07-10,"K16-018516","DQ118","A315689",2016-04-16,2016-05-11,25,"CONFISCATE","FLD_CRUEL","EUTHANIZE","AGGRESSIVE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","SANTA ROSA",95407,"95407
(38.403734, -122.736775)","Male"
"SARAPHINA","DOG","LABRADOR RETR/BOXER","BLACK","Spayed","MED",2007-04-23,"K15-017006","DS87","A283921",2015-12-03,2015-12-11,8,"OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","AGGRESSIVE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA",NA,NA,NA,"Female"
"LILY","DOG","DACHSHUND LH/MIX","RED","Spayed","SMALL",2015-04-19,"K16-018213","DA01","A334891",2016-03-25,2016-04-21,27,"CONFISCATE","FLD_CRUEL","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95462,"95462
(38.468829, -123.018829)","Female"
"SNOW","DOG","LABRADOR RETR/MIX","WHITE/WHITE","Neutered","LARGE",2003-01-09,"K14-007740","DQ112","A281269",2014-02-16,2014-03-04,16,"QUARANTINE","FIELD_RETURN TO OWNER","RETURN TO OWNER","RETURN TO OWNER","UNTREATABLE","HEALTHY","COUNTY","COUNTY",95425,"95425
(38.790859, -123.010876)","Male"
"TINKERBELL","CAT","DOMESTIC SH","BRN TABBY/WHITE","Female","SMALL",2013-10-26,"K17-026049","TX","A363698",2017-10-26,2017-10-28,2,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","UNKNOWN","PENDING","SANTA ROSA","COUNTY",95472,"95472
(38.394388, -122.850998)","Male"
"FLUFFY","DOG","FOX TERR WIRE","BLACK","Neutered","SMALL",2011-01-25,"K16-017768","DA02","A287450",2016-02-11,2016-02-27,16,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","*ROHNERT PARK",94928,"94928
(38.346718, -122.695947)","Male"
"SUMMER","DOG","SIBERIAN HUSKY/MIX","WHITE/BLACK","Spayed","LARGE",2014-01-29,"K15-012959","DA38","A317294",2015-02-28,2015-04-08,39,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95407,"95407
(38.403734, -122.736775)","Female"
"","DOG","LABRADOR RETR/MIX","YELLOW/WHITE","Male","MED",NA,"K16-018323","DS70","A335159",2016-04-04,2016-04-12,8,"STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",NA,NA,NA,"Male"
"LEAH","DOG","PODENGO PEQUENO/MIX","WHITE","Spayed","MED",2012-01-29,"K14-007519","DS75","A302157",2014-01-30,2014-01-30,0,"STRAY","FIELD","RETURN TO OWNER","RETURN TO OWNER","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95409,"95409
(38.458965, -122.630156)","Female"
"*MUNCHIE","DOG","PARSON RUSS TER","WHITE/BROWN","Spayed","SMALL",2012-10-22,"K14-008548","MISSING","A305709",2014-04-22,2014-05-28,36,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY",95467,"95467
(38.803087, -122.548842)","Female"
"","CAT","DOMESTIC SH","BLACK","Unknown","KITTN",2015-06-01,"K15-014797","RECEIVING","A324069",2015-07-07,2015-07-07,0,"STRAY","COMM CAT","EUTHANIZE","UNDERAGEWT","UNTREATABLE","UNTREATABLE","COUNTY",NA,NA,NA,"Male"
"","DOG","AUST SHEPHERD/MIX","RED/WHITE","Male","MED",2012-01-08,"K14-007298","DS74","A301337",2014-01-08,2014-01-29,21,"STRAY","OVER THE COUNTER","EUTHANIZE","BEH SEVERE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA",NA,NA,NA,"Male"
"","CAT","DOMESTIC SH","GRAY TABBY","Unknown","SMALL",2015-04-04,"K15-013446","CS06","A319820",2015-04-04,2015-04-04,0,"STRAY","BORN_HERE","TRANSFER","HSSC","HEALTHY","HEALTHY","WINDSOR","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"BEBE","DOG","PIT BULL","BROWN","Spayed","LARGE",2011-04-19,"K15-015020","DQ109","A278248",2015-07-21,2015-07-31,10,"QUARANTINE","FLD_STRAY","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","WINDSOR","SANTA ROSA",95492,"95492
(38.541541, -122.809202)","Female"
"*SOPHIE","CAT","DOMESTIC SH","BRN TABBY","Spayed","KITTN",2016-06-12,"K16-019865","CS04","A339897",2016-07-19,2016-08-18,30,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","TREATABLE/REHAB","HEALTHY","SANTA ROSA","COUNTY",95446,"95446
(38.510032, -122.996796)","Female"
"SHADOW","DOG","AM PIT BULL TER/LABRADOR RETR","BL BRINDLE/WHITE","Spayed","MED",2015-02-10,"K16-017746","DA42","A333023",2016-02-10,2016-08-20,192,"STRAY","FIELD","ADOPTION","INTERNET","TREATABLE/REHAB","HEALTHY","COUNTY","COUNTY",94951,"94951
(38.314417, -122.656863)","Female"
"HUNTER","CAT","DOMESTIC SH/MAINE COON","BRN TABBY","Male","SMALL",2016-04-11,"K17-024333","SMM","A354864",2017-07-10,2017-07-11,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA","SANTA ROSA",95407,"95407
(38.403734, -122.736775)","Male"
"*PETEY","CAT","PERSIAN/MIX","GRAY/WHITE","Neutered","SMALL",2014-09-02,"K16-017955","CS05","A333724",2016-03-02,2016-03-12,10,"CONFISCATE","FLD_EVICT","ADOPTION","INTERNET","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95472,"95472
(38.394388, -122.850998)","Male"
"*MALLORY","DOG","BELG MALINOIS","FAWN","Spayed","MED",2015-12-17,"K16-020764","DA13","A342384",2016-09-15,2016-10-01,16,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Female"
"BUDDY","DOG","PIT BULL","BLACK/WHITE","Neutered","PUPPY",2014-09-11,"K15-014036","DQ110","A317812",2015-05-19,2015-06-01,13,"STRAY","RESCUE_GRP","EUTHANIZE","BEH SEVERE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"ARCHIE","DOG","PIT BULL","GRAY/WHITE","Male","LARGE",2008-11-14,"K16-019835","DS68","A233140",2016-07-16,2016-07-19,3,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","COUNTY","COUNTY",95436,"95436
(38.491884, -122.90672)","Male"
"RAGGEDY ANN","DOG","POMERANIAN/ITAL GREYHOUND","BRN MERLE/WHITE","Spayed","SMALL",2015-08-22,"K15-016524","SMM","A329116",2015-10-23,2015-11-14,22,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","REFERRAL","HEALTHY","HEALTHY","COUNTY","COUNTY",95407,"95407
(38.403734, -122.736775)","Female"
"","CAT","DOMESTIC SH","WHITE/BLACK","Unknown","SMALL",2016-08-30,"K16-021729","CS06","A345744",2016-11-30,2016-12-06,6,"STRAY","FIELD","TRANSFER","FORGOTTEN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"SPIKE","DOG","YORKSHIRE TERR/MALTESE","GOLD/SILVER","Neutered","SMALL",2010-03-13,"K15-013146","DS58","A317937",2015-03-13,2015-03-14,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_MCHIP","TREATABLE/REHAB","TREATABLE/REHAB","COUNTY","COUNTY",95446,"95446
(38.510032, -122.996796)","Male"
"","DOG","CHIHUAHUA SH/MIX","TAN/WHITE","Male","SMALL",2003-06-11,"K15-014245","DS70","A322569",2015-06-02,2015-06-17,15,"STRAY","FIELD","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",NA,NA,NA,"Male"
"TRAVIS","DOG","MANCHESTER TERR/MIX","TRICOLOR","Neutered","TOY",2010-05-28,"K14-011732","DQ114","A259796",2014-11-16,2014-11-25,9,"QUARANTINE","FIELD_RETURN TO OWNER","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95405,"95405
(38.439152, -122.672541)","Male"
"DAPPER","CAT","DOMESTIC SH","GRAY TABBY/WHITE","Neutered","KITTN",2015-04-06,"K15-014487","LOBBY","A323015",2015-06-17,2015-07-14,27,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"*RUMPLES","DOG","CHIHUAHUA SH","BROWN/WHITE","Neutered","SMALL",2010-07-21,"K16-019896","DA48","A339985",2016-07-21,2016-08-05,15,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","*HEALDSBURG",95448,"95448
(38.618857, -122.861927)","Male"
